default|check_acc_status|duration|credit_history|purpose|credit_amount|savings|unemployment|ins_inc_ratio|personal_status_sex|other_debtors|residence since|property|age|other_ins_plans|housing|credits_number|job|liable_people|telephone|foreign_worker
0|less_0|12|critical_account|radio_tv|385|less_100|4_7|4|female_div_sep_mar|none|3|real_estate|58|none|own|4|unskilled|1|yes|yes
0|0_200|24|past_delays|new_car|1965|unknown|1_4|4|female_div_sep_mar|none|4|car_other|42|none|rent|2|skilled_employee|1|yes|yes
0|no_account|21|existing_paid_duly|business|1572|1000_more|7_more|4|female_div_sep_mar|none|4|real_estate|36|bank|own|1|unskilled|1|no|yes
1|0_200|24|existing_paid_duly|new_car|2718|less_100|1_4|3|female_div_sep_mar|none|4|life_insurance|20|none|rent|1|unskilled|1|yes|yes
1|less_0|24|past_paid_duly|others|1358|unknown|7_more|4|male_sin|none|3|car_other|40|stores|own|1|management|1|yes|yes
1|0_200|6|past_paid_duly|new_car|931|100_500|less_1|1|female_div_sep_mar|none|1|life_insurance|32|stores|own|1|unskilled|1|no|yes
1|less_0|24|existing_paid_duly|new_car|1442|less_100|4_7|4|female_div_sep_mar|none|4|car_other|23|none|rent|2|skilled_employee|1|no|yes
1|0_200|24|no_credits|business|4241|less_100|1_4|1|male_sin|none|4|real_estate|36|none|own|3|unskilled|1|yes|yes
1|no_account|18|critical_account|new_car|2775|less_100|4_7|2|male_sin|none|2|life_insurance|31|bank|own|2|skilled_employee|1|no|yes
0|no_account|24|past_delays|business|3863|less_100|1_4|1|male_sin|none|2|unknown|32|none|for_free|1|skilled_employee|1|no|yes
0|0_200|7|existing_paid_duly|radio_tv|2329|less_100|less_1|1|female_div_sep_mar|guarantor|1|real_estate|45|none|own|1|skilled_employee|1|no|yes
1|0_200|9|existing_paid_duly|furniture|918|less_100|1_4|4|female_div_sep_mar|none|1|life_insurance|30|none|own|1|skilled_employee|1|no|yes
1|0_200|24|past_paid_duly|education|1837|less_100|4_7|4|female_div_sep_mar|none|4|unknown|34|bank|for_free|1|unskilled|1|no|yes
1|no_account|36|existing_paid_duly|furniture|3349|less_100|1_4|4|female_div_sep_mar|none|2|car_other|28|none|own|1|management|1|yes|yes
0|200_more|10|existing_paid_duly|furniture|1275|less_100|less_1|4|female_div_sep_mar|none|2|life_insurance|23|none|own|1|skilled_employee|1|no|yes
0|less_0|24|past_paid_duly|furniture|2828|500_1000|1_4|4|male_sin|none|4|real_estate|22|stores|own|1|skilled_employee|1|yes|yes
0|no_account|24|critical_account|business|4526|less_100|1_4|3|male_sin|none|2|real_estate|74|none|own|1|management|1|yes|yes
1|0_200|36|existing_paid_duly|radio_tv|2671|100_500|1_4|4|female_div_sep_mar|coapplicant|4|unknown|50|none|for_free|1|skilled_employee|1|no|yes
0|no_account|18|existing_paid_duly|radio_tv|2051|less_100|less_1|4|male_sin|none|1|real_estate|33|none|own|1|skilled_employee|1|no|yes
0|no_account|15|existing_paid_duly|used_car|1300|unknown|7_more|4|male_sin|none|4|unknown|45|bank|for_free|1|skilled_employee|2|no|yes
1|less_0|12|existing_paid_duly|domestic_appliances|741|100_500|unemployed|4|female_div_sep_mar|none|3|life_insurance|22|none|own|1|skilled_employee|1|no|yes
1|200_more|10|existing_paid_duly|new_car|1240|100_500|7_more|1|female_div_sep_mar|none|4|unknown|48|none|for_free|1|unskilled|2|no|yes
0|less_0|21|existing_paid_duly|radio_tv|3357|1000_more|less_1|4|female_div_sep_mar|none|2|car_other|29|bank|own|1|skilled_employee|1|no|yes
0|less_0|24|past_paid_duly|used_car|3632|less_100|1_4|1|female_div_sep_mar|guarantor|4|car_other|22|bank|rent|1|skilled_employee|1|no|no
1|no_account|18|past_delays|furniture|1808|less_100|4_7|4|female_div_sep_mar|none|1|real_estate|22|none|own|1|skilled_employee|1|no|yes
0|0_200|48|no_credits|business|12204|unknown|1_4|2|male_sin|none|2|car_other|48|bank|own|1|management|1|yes|yes
0|0_200|60|past_delays|radio_tv|9157|unknown|1_4|2|male_sin|none|2|unknown|27|none|for_free|1|management|1|no|yes
0|less_0|6|critical_account|new_car|3676|less_100|1_4|1|male_sin|none|3|real_estate|37|none|rent|3|skilled_employee|2|no|yes
1|0_200|30|existing_paid_duly|furniture|3441|100_500|1_4|2|female_div_sep_mar|coapplicant|4|car_other|21|none|rent|1|skilled_employee|1|no|yes
0|no_account|12|existing_paid_duly|new_car|640|less_100|1_4|4|male_div_sep|none|2|real_estate|49|none|own|1|unskilled|1|no|yes
0|0_200|21|critical_account|business|3652|less_100|4_7|2|male_sin|none|3|life_insurance|27|none|own|2|skilled_employee|1|no|yes
1|no_account|18|critical_account|new_car|1530|less_100|1_4|3|male_sin|none|2|life_insurance|32|bank|own|2|skilled_employee|1|no|yes
1|no_account|48|existing_paid_duly|business|3914|unknown|1_4|4|male_div_sep|none|2|real_estate|38|bank|own|1|skilled_employee|1|no|yes
0|less_0|12|existing_paid_duly|furniture|1858|less_100|less_1|4|female_div_sep_mar|none|1|car_other|22|none|rent|1|skilled_employee|1|no|yes
1|less_0|18|existing_paid_duly|radio_tv|2600|less_100|1_4|4|male_sin|none|4|unknown|65|none|for_free|2|skilled_employee|1|no|yes
0|no_account|15|existing_paid_duly|radio_tv|1979|unknown|7_more|4|male_sin|none|2|car_other|35|none|own|1|skilled_employee|1|no|yes
0|200_more|6|existing_paid_duly|furniture|2116|less_100|1_4|2|male_sin|none|2|real_estate|41|none|own|1|skilled_employee|1|yes|yes
1|0_200|9|past_paid_duly|new_car|1437|100_500|4_7|2|male_sin|none|3|unknown|29|none|own|1|skilled_employee|1|no|yes
0|no_account|42|critical_account|furniture|4042|500_1000|1_4|4|male_sin|none|4|real_estate|36|none|own|2|skilled_employee|1|yes|yes
0|no_account|9|existing_paid_duly|education|3832|unknown|7_more|1|male_sin|none|4|real_estate|64|none|own|1|unskilled|1|no|yes
0|less_0|24|existing_paid_duly|radio_tv|3660|less_100|1_4|2|female_div_sep_mar|none|4|car_other|28|none|own|1|skilled_employee|1|no|yes
1|less_0|18|past_paid_duly|furniture|1553|less_100|1_4|4|male_sin|none|3|car_other|44|bank|own|1|skilled_employee|1|no|yes
0|0_200|15|existing_paid_duly|radio_tv|1444|unknown|less_1|4|male_sin|none|1|life_insurance|23|none|own|1|skilled_employee|1|no|yes
1|no_account|9|existing_paid_duly|furniture|1980|less_100|less_1|2|female_div_sep_mar|coapplicant|2|car_other|19|none|rent|2|skilled_employee|1|no|yes
1|0_200|24|existing_paid_duly|new_car|1355|less_100|less_1|3|female_div_sep_mar|none|4|car_other|25|none|own|1|unskilled|1|yes|yes
0|no_account|12|existing_paid_duly|education|1393|less_100|7_more|4|male_sin|none|4|life_insurance|47|bank|own|3|skilled_employee|2|yes|yes
0|no_account|24|existing_paid_duly|radio_tv|1376|500_1000|4_7|4|female_div_sep_mar|none|1|car_other|28|none|own|1|skilled_employee|1|no|yes
0|no_account|60|past_delays|radio_tv|15653|less_100|4_7|2|male_sin|none|4|car_other|21|none|own|2|skilled_employee|1|yes|yes
0|no_account|12|existing_paid_duly|radio_tv|1493|less_100|less_1|4|female_div_sep_mar|none|3|car_other|34|none|own|1|skilled_employee|2|no|yes
1|less_0|42|past_delays|radio_tv|4370|less_100|4_7|3|male_sin|none|2|life_insurance|26|bank|own|2|skilled_employee|2|yes|yes
1|less_0|18|existing_paid_duly|education|750|less_100|unemployed|4|female_div_sep_mar|none|1|real_estate|27|none|own|1|unemployed|1|no|yes
0|0_200|15|existing_paid_duly|repairs|1308|less_100|7_more|4|male_sin|none|4|car_other|38|none|own|2|unskilled|1|no|yes
1|no_account|15|existing_paid_duly|education|4623|100_500|1_4|3|male_sin|none|2|life_insurance|40|none|own|1|management|1|yes|yes
0|no_account|24|critical_account|radio_tv|1851|less_100|4_7|4|male_mar_wid|guarantor|2|car_other|33|none|own|2|skilled_employee|1|yes|yes
0|less_0|18|critical_account|radio_tv|1880|less_100|4_7|4|male_mar_wid|none|1|life_insurance|32|none|own|2|management|1|yes|yes
1|no_account|36|past_delays|business|7980|unknown|less_1|4|male_sin|none|4|car_other|27|none|rent|2|skilled_employee|1|yes|yes
0|less_0|30|no_credits|furniture|4583|less_100|1_4|2|male_div_sep|guarantor|2|real_estate|32|none|own|2|skilled_employee|1|no|yes
1|no_account|12|existing_paid_duly|new_car|1386|500_1000|1_4|2|female_div_sep_mar|none|2|life_insurance|26|none|own|1|skilled_employee|1|no|yes
1|200_more|24|existing_paid_duly|new_car|947|less_100|4_7|4|male_sin|none|3|unknown|38|bank|for_free|1|skilled_employee|2|no|yes
1|less_0|12|existing_paid_duly|education|684|less_100|1_4|4|male_sin|none|4|car_other|40|none|rent|1|unskilled|2|no|yes
0|less_0|48|existing_paid_duly|education|7476|less_100|4_7|4|male_sin|none|1|unknown|50|none|for_free|1|management|1|yes|yes
1|0_200|12|existing_paid_duly|furniture|1922|less_100|1_4|4|male_sin|none|2|life_insurance|37|none|own|1|unskilled|1|no|yes
1|less_0|24|existing_paid_duly|new_car|2303|less_100|7_more|4|male_sin|coapplicant|1|real_estate|45|none|own|1|skilled_employee|1|no|yes
1|0_200|36|past_delays|new_car|8086|100_500|7_more|2|male_sin|none|4|car_other|42|none|own|4|management|1|yes|yes
0|no_account|24|critical_account|used_car|2346|less_100|4_7|4|male_sin|none|3|car_other|35|none|own|2|skilled_employee|1|yes|yes
0|less_0|14|existing_paid_duly|new_car|3973|less_100|unemployed|1|male_sin|none|4|unknown|22|none|for_free|1|skilled_employee|1|no|yes
1|0_200|12|existing_paid_duly|new_car|888|less_100|7_more|4|male_sin|none|4|car_other|41|bank|own|1|unskilled|2|no|yes
0|no_account|48|existing_paid_duly|radio_tv|10222|unknown|4_7|4|male_sin|none|3|car_other|37|stores|own|1|skilled_employee|1|yes|yes
0|0_200|30|no_credits|business|4221|less_100|1_4|2|female_div_sep_mar|none|1|car_other|28|none|own|2|skilled_employee|1|no|yes
0|0_200|18|critical_account|furniture|6361|less_100|7_more|2|male_sin|none|1|unknown|41|none|own|1|skilled_employee|1|yes|yes
0|200_more|12|existing_paid_duly|radio_tv|1297|less_100|1_4|3|male_mar_wid|none|4|real_estate|23|none|rent|1|skilled_employee|1|no|yes
1|less_0|12|existing_paid_duly|new_car|900|unknown|1_4|4|male_mar_wid|none|2|car_other|23|none|own|1|skilled_employee|1|no|yes
0|no_account|21|existing_paid_duly|furniture|2241|less_100|7_more|4|male_sin|none|2|real_estate|50|none|own|2|skilled_employee|1|no|yes
0|0_200|6|past_delays|furniture|1050|less_100|unemployed|4|male_sin|none|1|life_insurance|35|stores|own|2|management|1|yes|yes
0|200_more|6|critical_account|education|1047|less_100|1_4|2|female_div_sep_mar|none|4|life_insurance|50|none|own|1|unskilled|1|no|yes
0|no_account|24|critical_account|others|6314|less_100|unemployed|4|male_sin|coapplicant|2|unknown|27|bank|own|2|management|1|yes|yes
0|0_200|30|past_paid_duly|furniture|3496|1000_more|1_4|4|male_sin|none|2|car_other|34|stores|own|1|skilled_employee|2|yes|yes
0|no_account|48|past_paid_duly|business|3609|less_100|1_4|1|female_div_sep_mar|none|1|real_estate|27|stores|own|1|skilled_employee|1|no|yes
1|less_0|12|critical_account|new_car|4843|less_100|7_more|3|male_sin|coapplicant|4|life_insurance|43|none|rent|2|skilled_employee|1|yes|yes
0|200_more|30|critical_account|radio_tv|3017|less_100|7_more|4|male_sin|none|4|life_insurance|47|none|own|1|skilled_employee|1|no|yes
0|no_account|24|critical_account|business|4139|100_500|1_4|3|male_sin|none|3|life_insurance|27|none|own|2|unskilled|1|yes|yes
0|no_account|36|existing_paid_duly|business|5742|100_500|4_7|2|male_sin|none|2|car_other|31|none|own|2|skilled_employee|1|yes|yes
0|no_account|60|existing_paid_duly|new_car|10366|less_100|7_more|2|male_sin|none|4|life_insurance|42|none|own|1|management|1|yes|yes
0|no_account|6|critical_account|new_car|2080|500_1000|1_4|1|male_mar_wid|none|2|car_other|24|none|own|1|skilled_employee|1|no|yes
1|no_account|21|past_delays|business|2580|500_1000|less_1|4|male_sin|none|2|real_estate|41|bank|own|1|unskilled|2|no|yes
0|no_account|30|critical_account|radio_tv|4530|less_100|4_7|4|female_div_sep_mar|none|4|car_other|26|none|rent|1|management|1|yes|yes
0|no_account|24|critical_account|furniture|5150|less_100|7_more|4|male_sin|none|4|car_other|33|none|own|1|skilled_employee|1|yes|yes
1|0_200|72|existing_paid_duly|radio_tv|5595|100_500|1_4|2|male_mar_wid|none|2|car_other|24|none|own|1|skilled_employee|1|no|yes
0|less_0|24|existing_paid_duly|radio_tv|2384|less_100|7_more|4|male_sin|none|4|real_estate|64|bank|rent|1|unskilled|1|no|yes
0|no_account|18|existing_paid_duly|radio_tv|1453|less_100|less_1|3|female_div_sep_mar|none|1|real_estate|26|none|own|1|skilled_employee|1|no|yes
0|no_account|6|existing_paid_duly|education|1538|less_100|less_1|1|female_div_sep_mar|none|2|unknown|56|none|own|1|skilled_employee|1|no|yes
0|no_account|12|existing_paid_duly|radio_tv|2279|unknown|1_4|4|male_sin|none|4|unknown|37|none|for_free|1|skilled_employee|1|yes|yes
0|no_account|15|past_delays|radio_tv|1478|less_100|1_4|4|male_mar_wid|none|3|real_estate|33|bank|own|2|skilled_employee|1|no|yes
0|no_account|24|critical_account|radio_tv|5103|less_100|less_1|3|male_mar_wid|none|3|unknown|47|none|for_free|3|skilled_employee|1|yes|yes
0|0_200|36|past_delays|business|9857|100_500|4_7|1|male_sin|none|3|life_insurance|31|none|own|2|unskilled|2|yes|yes
0|no_account|60|existing_paid_duly|new_car|6527|unknown|1_4|4|male_sin|none|4|unknown|34|none|for_free|1|skilled_employee|2|yes|yes
0|200_more|10|critical_account|radio_tv|1347|unknown|4_7|4|male_sin|none|2|life_insurance|27|none|own|2|skilled_employee|1|yes|yes
0|0_200|36|past_delays|new_car|2862|100_500|7_more|4|male_sin|none|3|unknown|30|none|for_free|1|skilled_employee|1|no|yes
0|no_account|9|existing_paid_duly|radio_tv|2753|100_500|7_more|3|male_sin|coapplicant|4|car_other|35|none|own|1|skilled_employee|1|yes|yes
0|less_0|12|existing_paid_duly|new_car|3651|1000_more|1_4|1|male_sin|none|3|life_insurance|31|none|own|1|skilled_employee|2|no|yes
0|less_0|15|critical_account|furniture|975|less_100|1_4|2|male_div_sep|none|3|life_insurance|25|none|own|2|skilled_employee|1|no|yes
0|0_200|15|existing_paid_duly|repairs|2631|100_500|1_4|3|female_div_sep_mar|none|2|real_estate|25|none|own|1|unskilled|1|no|yes
0|0_200|24|existing_paid_duly|radio_tv|2896|100_500|less_1|2|male_sin|none|1|car_other|29|none|own|1|skilled_employee|1|no|yes
0|less_0|6|critical_account|new_car|4716|unknown|less_1|1|male_sin|none|3|real_estate|44|none|own|2|unskilled|2|no|yes
0|no_account|24|existing_paid_duly|radio_tv|2284|less_100|4_7|4|male_sin|none|2|car_other|28|none|own|1|skilled_employee|1|yes|yes
0|no_account|6|existing_paid_duly|used_car|1236|500_1000|1_4|2|male_sin|none|4|life_insurance|50|none|rent|1|skilled_employee|1|no|yes
0|0_200|12|existing_paid_duly|radio_tv|1103|less_100|4_7|4|male_sin|guarantor|3|real_estate|29|none|own|2|skilled_employee|1|no|no
0|no_account|12|critical_account|new_car|926|less_100|unemployed|1|female_div_sep_mar|none|2|life_insurance|38|none|own|1|unemployed|1|no|yes
0|no_account|18|critical_account|radio_tv|1800|less_100|1_4|4|male_sin|none|2|car_other|24|none|own|2|skilled_employee|1|no|yes
0|200_more|15|existing_paid_duly|education|1905|less_100|7_more|4|male_sin|none|4|car_other|40|none|rent|1|management|1|yes|yes
1|no_account|12|existing_paid_duly|furniture|1123|500_1000|1_4|4|female_div_sep_mar|none|4|car_other|29|none|rent|1|unskilled|1|no|yes
1|less_0|48|critical_account|used_car|6331|less_100|7_more|4|male_sin|none|4|unknown|46|none|for_free|2|skilled_employee|1|yes|yes
0|200_more|24|existing_paid_duly|radio_tv|1377|100_500|7_more|4|female_div_sep_mar|none|2|unknown|47|none|for_free|1|skilled_employee|1|yes|yes
0|0_200|30|past_delays|business|2503|100_500|7_more|4|male_sin|none|2|life_insurance|41|stores|own|2|skilled_employee|1|no|yes
0|0_200|27|existing_paid_duly|business|2528|less_100|less_1|4|female_div_sep_mar|none|1|life_insurance|32|none|own|1|skilled_employee|2|yes|yes
0|no_account|15|existing_paid_duly|new_car|5324|500_1000|7_more|1|female_div_sep_mar|none|4|unknown|35|none|for_free|1|skilled_employee|1|no|yes
1|0_200|48|existing_paid_duly|new_car|6560|100_500|4_7|3|male_sin|none|2|life_insurance|24|none|own|1|skilled_employee|1|no|yes
1|0_200|12|no_credits|furniture|2969|less_100|less_1|4|female_div_sep_mar|none|3|life_insurance|25|none|rent|2|skilled_employee|1|no|yes
0|0_200|9|existing_paid_duly|radio_tv|1206|less_100|7_more|4|female_div_sep_mar|none|4|real_estate|25|none|own|1|skilled_employee|1|no|yes
0|0_200|9|existing_paid_duly|radio_tv|2118|less_100|1_4|2|male_sin|none|2|real_estate|37|none|own|1|unskilled|2|no|yes
0|no_account|18|critical_account|radio_tv|629|500_1000|7_more|4|male_sin|none|3|life_insurance|32|bank|own|2|management|1|yes|yes
1|less_0|6|past_paid_duly|education|1198|less_100|7_more|4|female_div_sep_mar|none|4|unknown|35|none|for_free|1|skilled_employee|1|no|yes
0|no_account|21|existing_paid_duly|used_car|2476|unknown|7_more|4|male_sin|none|4|real_estate|46|none|own|1|management|1|yes|yes
0|less_0|9|critical_account|radio_tv|1138|less_100|1_4|4|male_sin|none|4|real_estate|25|none|own|2|unskilled|1|no|yes
1|0_200|60|existing_paid_duly|new_car|14027|less_100|4_7|4|male_sin|none|2|unknown|27|none|own|1|management|1|yes|yes
0|no_account|30|critical_account|used_car|7596|unknown|7_more|1|male_sin|none|4|car_other|63|none|own|2|skilled_employee|1|no|yes
0|no_account|30|critical_account|radio_tv|3077|unknown|7_more|3|male_sin|none|2|car_other|40|none|own|2|skilled_employee|2|yes|yes
0|no_account|18|existing_paid_duly|radio_tv|1505|less_100|1_4|4|male_sin|none|2|unknown|32|none|for_free|1|management|1|yes|yes
0|200_more|24|critical_account|radio_tv|3148|unknown|1_4|3|male_sin|none|2|car_other|31|none|own|2|skilled_employee|1|yes|yes
0|0_200|20|no_credits|used_car|6148|100_500|7_more|3|male_mar_wid|none|4|car_other|31|bank|own|2|skilled_employee|1|yes|yes
1|200_more|9|no_credits|radio_tv|1337|less_100|less_1|4|male_sin|none|2|car_other|34|none|own|2|management|1|yes|yes
1|0_200|6|past_paid_duly|education|433|1000_more|less_1|4|female_div_sep_mar|none|2|life_insurance|24|bank|rent|1|skilled_employee|2|no|yes
1|less_0|12|existing_paid_duly|new_car|1228|less_100|1_4|4|female_div_sep_mar|none|2|real_estate|24|none|own|1|unskilled|1|no|yes
0|0_200|9|existing_paid_duly|radio_tv|790|500_1000|1_4|4|female_div_sep_mar|none|3|real_estate|66|none|own|1|unskilled|1|no|yes
1|no_account|27|existing_paid_duly|new_car|2570|less_100|1_4|3|female_div_sep_mar|none|3|real_estate|21|none|rent|1|skilled_employee|1|no|yes
0|no_account|6|critical_account|new_car|250|1000_more|1_4|2|female_div_sep_mar|none|2|real_estate|41|bank|own|2|unskilled|1|no|yes
0|no_account|15|critical_account|radio_tv|1316|500_1000|1_4|2|male_mar_wid|none|2|life_insurance|47|none|own|2|unskilled|1|no|yes
1|less_0|18|existing_paid_duly|radio_tv|1882|less_100|1_4|4|female_div_sep_mar|none|4|car_other|25|bank|rent|2|skilled_employee|1|no|yes
1|0_200|48|past_paid_duly|business|6416|less_100|7_more|4|female_div_sep_mar|none|3|unknown|59|none|rent|1|skilled_employee|1|no|yes
0|200_more|24|critical_account|business|1275|1000_more|1_4|2|male_div_sep|none|4|real_estate|36|none|own|2|skilled_employee|1|yes|yes
0|0_200|24|past_delays|radio_tv|6403|less_100|less_1|1|male_sin|none|2|car_other|33|none|own|1|skilled_employee|1|no|yes
1|less_0|24|existing_paid_duly|radio_tv|1987|less_100|1_4|2|male_sin|none|4|real_estate|21|none|rent|1|unskilled|2|no|yes
0|0_200|8|existing_paid_duly|radio_tv|760|less_100|4_7|4|female_div_sep_mar|guarantor|2|real_estate|44|none|own|1|unskilled|1|no|yes
0|no_account|24|existing_paid_duly|used_car|2603|1000_more|1_4|2|female_div_sep_mar|none|4|car_other|28|none|rent|1|skilled_employee|1|yes|yes
0|no_account|4|critical_account|new_car|3380|less_100|4_7|1|female_div_sep_mar|none|1|real_estate|37|none|own|1|skilled_employee|2|no|yes
0|0_200|36|past_paid_duly|domestic_appliances|3990|unknown|less_1|3|female_div_sep_mar|none|2|unknown|29|bank|own|1|unemployed|1|no|yes
1|0_200|24|existing_paid_duly|used_car|11560|less_100|1_4|1|female_div_sep_mar|none|4|car_other|23|none|rent|2|management|1|no|yes
0|less_0|18|existing_paid_duly|new_car|4380|100_500|1_4|3|male_sin|none|4|car_other|35|none|own|1|unskilled|2|yes|yes
0|no_account|6|critical_account|new_car|6761|less_100|4_7|1|male_sin|none|3|unknown|45|none|own|2|management|2|yes|yes
1|0_200|30|no_credits|business|4280|100_500|1_4|4|female_div_sep_mar|none|4|car_other|26|none|rent|2|unskilled|1|no|yes
0|less_0|24|past_paid_duly|new_car|2325|100_500|4_7|2|male_sin|none|3|car_other|32|bank|own|1|skilled_employee|1|no|yes
0|0_200|10|past_paid_duly|radio_tv|1048|less_100|1_4|4|male_sin|none|4|real_estate|23|stores|own|1|unskilled|1|no|yes
0|no_account|21|existing_paid_duly|radio_tv|3160|unknown|7_more|4|male_sin|none|3|life_insurance|41|none|own|1|skilled_employee|1|yes|yes
0|less_0|24|past_paid_duly|furniture|2483|500_1000|1_4|4|male_sin|none|4|real_estate|22|stores|own|1|skilled_employee|1|yes|yes
0|less_0|39|critical_account|furniture|14179|unknown|4_7|4|male_sin|none|4|life_insurance|30|none|own|2|management|1|yes|yes
0|less_0|13|critical_account|business|1797|less_100|less_1|3|male_sin|none|1|life_insurance|28|bank|own|2|unskilled|1|no|yes
0|less_0|15|existing_paid_duly|new_car|2511|less_100|unemployed|1|female_div_sep_mar|none|4|car_other|23|none|rent|1|skilled_employee|1|no|yes
1|less_0|12|existing_paid_duly|new_car|1274|less_100|less_1|3|female_div_sep_mar|none|1|real_estate|37|none|own|1|unskilled|1|no|yes
0|no_account|21|existing_paid_duly|used_car|5248|unknown|1_4|1|male_sin|none|3|car_other|26|none|own|1|skilled_employee|1|no|yes
0|no_account|15|existing_paid_duly|used_car|3029|less_100|4_7|2|male_sin|none|2|car_other|33|none|own|1|skilled_employee|1|no|yes
0|less_0|6|existing_paid_duly|furniture|428|less_100|7_more|2|female_div_sep_mar|none|1|life_insurance|49|bank|own|1|skilled_employee|1|yes|yes
1|less_0|18|existing_paid_duly|new_car|976|less_100|less_1|1|female_div_sep_mar|none|2|car_other|23|none|own|1|unskilled|1|no|yes
0|0_200|12|existing_paid_duly|business|841|100_500|4_7|2|female_div_sep_mar|none|4|real_estate|23|none|rent|1|unskilled|1|no|yes
0|no_account|30|critical_account|radio_tv|5771|less_100|4_7|4|female_div_sep_mar|none|2|car_other|25|none|own|2|skilled_employee|1|no|yes
1|no_account|12|past_delays|repairs|1555|1000_more|7_more|4|male_sin|none|4|unknown|55|none|for_free|2|skilled_employee|2|no|yes
1|less_0|24|existing_paid_duly|new_car|1285|unknown|4_7|4|female_div_sep_mar|none|4|unknown|32|none|rent|1|skilled_employee|1|no|yes
0|200_more|6|critical_account|new_car|1299|less_100|1_4|1|male_sin|none|1|real_estate|74|none|own|3|unemployed|2|no|no
1|200_more|15|critical_account|radio_tv|1271|unknown|1_4|3|male_sin|none|4|unknown|39|none|for_free|2|skilled_employee|1|yes|yes
0|no_account|24|existing_paid_duly|new_car|1393|less_100|1_4|2|male_sin|guarantor|2|real_estate|31|none|own|1|skilled_employee|1|yes|yes
1|less_0|12|critical_account|new_car|691|less_100|7_more|4|male_sin|none|3|life_insurance|35|none|own|2|skilled_employee|1|no|yes
0|no_account|15|critical_account|new_car|5045|unknown|7_more|1|female_div_sep_mar|none|4|car_other|59|none|own|1|skilled_employee|1|yes|yes
1|less_0|18|critical_account|furniture|2124|less_100|1_4|4|female_div_sep_mar|none|4|real_estate|24|none|rent|2|skilled_employee|1|no|yes
0|less_0|12|existing_paid_duly|radio_tv|2214|less_100|1_4|4|male_sin|none|3|life_insurance|24|none|own|1|unskilled|1|no|yes
1|no_account|21|critical_account|new_car|12680|unknown|7_more|4|male_sin|none|4|unknown|30|none|for_free|1|management|1|yes|yes
0|no_account|24|critical_account|new_car|2463|100_500|4_7|4|male_mar_wid|none|3|life_insurance|27|none|own|2|skilled_employee|1|yes|yes
0|0_200|12|existing_paid_duly|radio_tv|1155|less_100|7_more|3|male_mar_wid|guarantor|3|real_estate|40|bank|own|2|unskilled|1|no|yes
1|less_0|30|existing_paid_duly|furniture|3108|less_100|less_1|2|male_div_sep|none|4|life_insurance|31|none|own|1|unskilled|1|no|yes
0|no_account|10|existing_paid_duly|used_car|2901|unknown|less_1|1|female_div_sep_mar|none|4|real_estate|31|none|rent|1|skilled_employee|1|no|yes
0|0_200|12|critical_account|furniture|3617|less_100|7_more|1|male_sin|none|4|car_other|28|none|rent|3|skilled_employee|1|yes|yes
0|no_account|12|critical_account|radio_tv|1655|less_100|7_more|2|male_sin|none|4|real_estate|63|none|own|2|unskilled|1|yes|yes
0|less_0|24|existing_paid_duly|used_car|2812|unknown|7_more|2|female_div_sep_mar|none|4|real_estate|26|none|rent|1|skilled_employee|1|no|yes
1|less_0|36|critical_account|education|8065|less_100|1_4|3|female_div_sep_mar|none|2|unknown|25|none|own|2|management|1|yes|yes
0|no_account|21|critical_account|used_car|3275|less_100|7_more|1|male_sin|none|4|car_other|36|none|own|1|management|1|yes|yes
0|no_account|24|critical_account|radio_tv|2223|100_500|7_more|4|male_sin|none|4|life_insurance|52|bank|own|2|skilled_employee|1|no|yes
0|200_more|12|critical_account|new_car|1480|500_1000|unemployed|2|male_sin|none|4|unknown|66|bank|for_free|3|unemployed|1|no|yes
1|less_0|24|existing_paid_duly|new_car|1371|unknown|1_4|4|female_div_sep_mar|none|4|real_estate|25|none|rent|1|skilled_employee|1|no|yes
0|no_account|36|critical_account|new_car|3535|less_100|4_7|4|male_sin|none|4|car_other|37|none|own|2|skilled_employee|1|yes|yes
0|less_0|18|existing_paid_duly|radio_tv|3509|less_100|4_7|4|female_div_sep_mar|guarantor|1|real_estate|25|none|own|1|skilled_employee|1|no|yes
0|no_account|36|critical_account|used_car|5711|1000_more|7_more|4|male_sin|none|2|car_other|38|none|own|2|management|1|yes|yes
0|0_200|18|existing_paid_duly|repairs|3872|less_100|unemployed|2|female_div_sep_mar|none|4|car_other|67|none|own|1|skilled_employee|1|yes|yes
1|0_200|39|critical_account|radio_tv|4933|less_100|4_7|2|male_sin|guarantor|2|real_estate|25|none|own|2|skilled_employee|1|no|yes
0|no_account|24|critical_account|new_car|1940|1000_more|7_more|4|male_sin|none|4|real_estate|60|none|own|1|skilled_employee|1|yes|yes
0|0_200|12|no_credits|retraining|1410|less_100|1_4|2|male_sin|none|2|real_estate|31|none|own|1|unskilled|1|yes|yes
1|0_200|12|existing_paid_duly|new_car|836|100_500|less_1|4|female_div_sep_mar|none|2|life_insurance|23|bank|own|1|unskilled|1|no|yes
0|0_200|20|existing_paid_duly|used_car|6468|unknown|unemployed|1|male_div_sep|none|4|real_estate|60|none|own|1|management|1|yes|yes
0|0_200|18|existing_paid_duly|business|1941|1000_more|1_4|4|male_sin|none|2|life_insurance|35|none|own|1|unskilled|1|yes|yes
0|no_account|22|existing_paid_duly|radio_tv|2675|500_1000|7_more|3|male_sin|none|4|car_other|40|none|own|1|skilled_employee|1|no|yes
